0.00632 18.0 2.31 0 0.538 6.575 65.2 4.09 1.0 296.0 15.3 396.9 4.98 24.0 1832 9058.0 9940.0
0.02731 0.0 7.07 0  6.421 78.9 4.9671 2.0 242.0 17.8 396.9 9.14 21.6 2021 1811.0 1527.0
0.2729 0.0 7.07 0 0.469 7.185 61.1 4.9671 2.0 242.0 17.8 392.83 4.03 34.7 4492 6456.0 2167.0
0.03237 0.0 2.18 0 0.458 6.998 45.8 6.0622 3.0 222.0 18.7 394.63 2.94 33.4 1288 8677.0 5610.0
0.06905 0.0 2.18 0 0.458 7.147 54.2 6.0622 3.0 222.0 18.7 396.9 5.33 36.2 8816 5909.0 5472.0
0.02985 0.0 2.18 0 0.458 6.43  6.0622 3.0 222.0 18.7 394.12 5.21 28.7 2076 5709.0 8661.0
0.08829 12.5 7.87 0 0.524 6.012 66.6 5.5605 5.0 311.0 15.2 395.6 12.43 22.9 2371 5521.0 6804.0
0.14455 12.5 7.87 0 0.524 6.172 96.1 5.9505 5.0 311.0 15.2 396.9 19.15 27.1 2074 5037.0 1483.0
0.21124 12.5 7.87 0 0.524 5.631 100.0 6.0821 5.0 -3110.0 15.2 386.63 29.93  5934 9011.0 1451.0
0.17004 12.5 7.87 0 0.524 6.004 85.9 6.5921 5.0 311.0 15.2 386.71 17.1 18.9 1039 1431.0 5069.0
0.22489 12.5 7.87 0 0.524 6.377  6.3467 5.0 311.0 15.2 392.52 20.45 15.0 5274 9175.0 6655.0
0.11747 12.5 7.87 0 0.524 6.009 82.9 6.2267 5.0 311.0 15.2 396.9 13.27  1182 7548.0 8207.0
0.09378 12.5 7.87 0 0.524 5.889 39.0 5.4509 5.0 311.0 15.2 390.5 15.71 21.7 6496 3539.0 5397.0
0.62976 0.0 8.14 0 0.538 5.949 61.8 4.7075 4.0 307.0 21.0 396.9 8.26 101.0 9688 1390.0 6671.0
0.63796 0.0 8.14 0 0.538 6.096 84.5 4.4619 4.0 307.0 21.0 380.02 10.26 18.2 9788 1082.0 4133.0
0.62739 0.0 8.14 0 0.538 5.834 56.5 4.4986 4.0 307.0 21.0 395.62 8.47 19.9 3508 2002.0 2773.0
1.05393 0.0 8.14 0 0.538 5.935 29.3 4.4986 4.0 307.0 21.0 386.85 6.58 23.1 9876 9672.0 6622.0
7.8420000000000005 0.0 8.14 0 0.538 5.99 81.7 4.2579 4.0 307.0 21.0 386.75 14.67 17.5 9072 9968.0 8412.0
 0.0 8.14 0 0.538 5.456 36.6 3.7965 4.0 307.0 21.0 288.99 11.69 20.2 1318 8396.0 3065.0
0.7258 0.0 8.14 0 0.538 5.727 69.5 3.7965 4.0 307.0 21.0 390.95 11.28 18.2 3403 4256.0 9589.0
1.25179 0.0 8.14 0 0.538 5.57  3.7979 4.0 307.0 21.0 376.57 21.02 13.6 1728 4244.0 7332.0
 0.0 8.14 0 0.538 5.965 89.2 4.0123 4.0 307.0 21.0 392.53 13.83 19.6 2287 7007.0 8913.0
1.23247 0.0 8.14 0 0.538 6.142 91.7 3.9769 4.0 307.0 21.0 396.9 18.72 15.2 5001 1522.0 2946.0
0.98843 0.0 8.14 0 0.538 5.813  4.0952 4.0 307.0 21.0 394.54 19.88 14.5 6606 2694.0 4415.0
0.75026 0.0 8.14 0 0.538 5.924 94.1 4.3996 4.0 307.0 21.0 394.33 16.3 15.6 9752 3252.0 2394.0
0.84054 0.0 8.14 0 0.538 5.599 85.7 4.4546 4.0 307.0 21.0 303.42 16.51 13.9 2375 5837.0 3421.0
0.67191 0.0 8.14 0 0.538 5.813 90.3 4.682 4.0 307.0 21.0 376.88 14.81 16.6 1024 8326.0 4919.0
0.95577 0.0 8.14 0 0.538 6.047 88.8 4.4534 4.0 307.0 21.0 306.38 17.28 14.8 2154 9469.0 8345.0
0.77299 0.0 8.14 0 0.538 6.495 94.4 4.4547 4.0 307.0 21.0 387.94 12.8  2459 1147.0 4083.0
1.00245 0.0 8.14 0 0.538 6.674 87.3 4.239 4.0 307.0 21.0 380.23 11.98 21.0 6107 9148.0 9030.0
1.13081 0.0 8.14 0 0.538 5.713 94.1 4.233 4.0 307.0 21.0 360.17 22.6 12.7 5706 4620.0 9120.0
1.35472 0.0 8.14 0 0.538 6.072 100.0 4.175 4.0 307.0 21.0 376.73 13.04 14.5 3156 4709.0 2844.0
1.38799 0.0 8.14 0 0.538 5.95  3.99 4.0 307.0 21.0 232.6 27.71 13.2 6979 5337.0 2804.0
 0.0 8.14 0 0.538 5.701 95.0 3.7872 4.0 307.0 21.0 358.77 18.35 13.1 8943 6094.0 3503.0
1.61282 0.0 8.14 0 0.538 6.096 96.9 3.7598 4.0 307.0 21.0 248.31 20.34 13.5 7042 8472.0 2893.0
0.06417 0.0 5.96 0 0.499 5.933 68.2 3.3603 5.0 279.0 19.2 396.9 9.68 18.9 9911 4363.0 2666.0
0.09744 0.0 5.96 0 0.499 5.841 61.4 3.3779 5.0 279.0 19.2 377.56 11.41 20.0 8486 4023.0 5344.0
0.08014 0.0 5.96 0 0.499 5.85 41.5 3.9342 5.0 279.0 19.2 396.9 8.77 21.0 2105 2817.0 7591.0
 0.0 5.96 0 0.499 5.966 30.2 3.8473 5.0 279.0 19.2 393.43 10.13 24.7 4769 1683.0 4065.0
0.02763 75.0 2.95 0 0.428 6.595 21.8 5.4011 3.0 252.0 18.3 395.63 4.32 30.8 3479 6507.0 6075.0
0.03359 75.0 2.95 0 0.428 7.024 15.8 5.4011 3.0 252.0 18.3 395.62 1.98 34.9 5731 7731.0 4075.0
0.12744 0.0 6.91 0 0.448 6.77 2.9 5.7209 3.0 233.0 17.9 385.41 4.84 26.6 4172 9808.0 2259.0
0.1415 0.0 6.91 0 0.448 6.169 6.6 5.7209 3.0 233.0 17.9 383.37 5.81 25.3 9185 3910.0 3220.0
0.15936 0.0 6.91 0 0.448 6.211 6.5 5.7209 3.0 233.0 17.9 394.46 7.44 24.7 8068 3017.0 6441.0
0.12269 0.0 6.91 0 0.448 6.069 40.0 5.7209 3.0 233.0 17.9 389.39 9.55 21.2 7557 5223.0 9978.0
